,Number-1,Number-2,Number-3,Number-4,Number-5,Number-6,Number-7,Sum
545205,8,9,11,16,17,23,27,111
545233,2,4,14,16,25,29,31,121
545245,4,7,17,18,21,23,34,124
545269,3,9,14,18,19,29,32,124
545482,7,8,11,17,22,24,28,117
545720,5,7,11,19,22,25,32,121
545779,4,5,9,14,19,25,29,105
545821,5,8,16,17,22,29,33,130
545832,5,7,8,19,22,23,29,113
545835,8,9,15,20,25,29,32,138
545848,5,9,11,13,17,26,34,115
546059,4,10,17,20,21,25,31,128
546224,2,14,16,17,21,26,27,123
546502,4,8,14,18,29,31,35,139
546537,5,7,9,13,26,29,30,119
546549,7,9,15,19,22,26,29,127
546577,7,14,15,19,21,24,27,127
546606,3,7,16,20,26,27,30,129
546752,5,9,14,20,21,31,33,133
546989,4,8,15,24,25,31,33,140
547014,4,10,18,19,22,31,33,137
547144,1,6,17,18,21,26,27,116
547423,1,6,7,16,25,27,29,111
547566,1,4,15,19,25,27,32,123
547675,3,9,14,18,24,30,31,129
547711,5,14,17,20,22,24,33,135
547770,3,7,9,18,24,26,34,121
548061,5,12,15,19,25,26,29,131
548225,6,7,18,19,23,29,32,134
548530,6,7,9,11,26,32,34,125
548560,1,5,15,16,21,26,29,113
548635,6,7,17,24,27,30,31,142
548841,5,8,15,18,23,29,33,131
548898,7,8,11,14,23,27,28,118
548963,8,9,11,12,19,25,28,112
549023,1,7,10,20,23,27,35,123
549221,4,6,16,17,23,27,31,124
549450,5,8,9,11,25,32,35,125
549556,7,8,17,18,21,23,28,122
549703,4,5,10,13,22,26,31,111
549962,1,14,16,20,21,27,28,127
550227,2,10,11,14,17,26,35,115
550263,1,9,11,18,22,23,29,113
550290,9,14,18,19,23,24,27,134
550292,2,10,11,16,21,25,28,113
551033,1,3,7,18,21,29,34,113
551565,6,7,9,17,24,28,34,125
551681,2,5,8,16,23,24,27,105
551744,4,5,9,12,26,29,35,120
551903,5,6,14,20,27,29,33,134
552084,3,12,14,16,17,23,27,112
552183,4,7,11,16,21,27,28,114
552202,3,9,14,18,22,28,35,129
552308,1,5,7,18,22,29,32,114
552337,5,9,16,17,21,26,27,121
552456,2,7,11,19,25,32,33,129
552714,3,9,17,18,21,30,31,129
552722,4,10,11,14,22,25,27,113
553651,1,7,9,11,23,30,32,113
553705,4,12,17,19,23,27,35,137
554104,3,10,14,16,22,31,33,129
554189,2,4,15,18,21,25,33,118
554206,1,6,14,20,21,25,33,120
554312,8,9,17,18,22,28,35,137
554534,4,6,7,17,23,26,27,110
554634,5,7,11,14,22,23,32,114
554786,3,14,16,20,27,31,35,146
554787,8,9,14,16,22,23,27,119
555030,2,8,16,17,21,28,29,121
555113,4,10,15,19,25,31,34,138
555376,2,7,11,13,17,25,34,109
555385,4,5,8,18,21,27,32,115
555458,9,12,15,17,25,29,34,141
555546,1,5,16,20,22,25,27,116
555694,2,7,8,11,22,23,33,106
555764,3,8,11,20,22,26,33,123
555896,2,7,11,17,21,27,30,115
556230,3,7,17,20,23,24,27,121
556466,1,7,17,18,22,24,27,116
556528,8,9,11,20,24,29,30,131
556584,2,4,7,17,23,31,35,119
556809,3,5,7,20,24,26,29,114
556853,9,14,18,19,24,27,30,141
557154,4,7,10,14,21,23,27,106
557166,3,4,7,20,26,28,29,117
557414,10,14,15,20,27,28,33,147
557447,8,9,17,18,19,23,35,129
557631,1,4,9,18,19,23,29,103
557653,4,8,14,20,25,29,35,135
557681,6,7,14,18,29,30,35,139
557862,8,9,10,16,21,24,25,113
557984,3,7,17,20,26,30,31,134
558069,1,7,9,17,21,26,28,109
558290,10,12,16,19,22,25,29,133
558302,3,4,9,17,25,29,30,117
558363,2,5,11,13,22,26,33,112
558528,2,9,14,20,23,27,33,128
558543,7,8,9,13,27,29,32,125
559102,2,6,17,18,19,27,33,122
559199,1,7,8,20,25,29,32,122
559290,1,10,16,20,25,27,32,131
559547,7,9,16,20,24,26,33,135
559692,1,3,7,16,22,31,34,114
559793,5,14,16,17,21,25,27,125
559798,4,6,17,18,23,26,27,121
559804,3,5,7,19,22,24,30,110
559869,1,9,18,20,26,27,31,132
560006,3,7,9,17,22,27,34,119
560307,1,5,9,18,22,25,28,108
560376,1,7,8,14,27,29,33,119
560454,5,9,11,13,19,24,30,111
560513,7,8,11,17,27,30,34,134
560590,5,9,11,24,26,32,35,142
560651,1,3,8,20,26,29,30,117
560722,2,6,11,17,19,25,29,109
560729,7,12,18,20,21,25,34,137
560741,2,6,9,20,21,27,35,120
560788,1,3,7,14,27,29,32,113
561105,3,9,18,20,21,25,35,131
561727,2,7,8,11,25,29,34,116
561877,4,9,10,16,26,27,31,123
561942,3,4,9,16,17,27,31,107
562156,4,10,11,13,22,26,33,119
562345,7,10,11,19,22,25,28,122
562397,2,12,16,17,24,29,35,135
562588,3,8,9,13,24,29,31,117
562686,1,6,9,24,26,30,35,131
562835,7,9,17,20,24,30,34,141
562942,2,9,11,18,21,27,31,119
562994,4,9,16,17,22,23,27,118
563198,3,7,9,20,23,26,31,119
563243,9,14,17,18,22,23,35,138
563302,5,8,11,20,25,29,30,128
563388,6,7,17,18,22,24,29,123
563547,9,14,15,20,24,25,34,141
563855,2,6,11,20,23,26,29,117
563936,10,14,15,16,26,29,31,141
564096,6,9,17,18,21,27,31,129
564251,3,7,17,18,23,25,32,125
564349,6,8,15,16,23,29,33,130
564546,2,10,16,20,21,23,29,121
564580,4,9,10,12,21,31,35,122
564675,7,10,17,20,23,25,29,131
564803,3,7,10,19,22,25,27,113
565249,7,8,11,14,22,29,35,126
565354,2,9,10,14,17,25,31,108
565410,2,6,15,20,21,27,33,124
565539,1,10,11,17,22,31,35,127
565645,4,7,11,17,22,27,32,120
565657,1,5,11,20,22,30,33,122
565753,3,7,17,18,19,25,30,119
565891,1,9,16,20,21,26,35,128
566045,10,14,18,20,23,27,33,145
566221,9,14,18,20,21,31,34,147
566316,1,12,16,20,22,31,33,135
566353,4,12,17,18,29,32,33,145
566427,4,9,10,11,26,30,35,125
566464,7,12,17,18,22,26,33,135
566574,6,9,14,20,24,25,35,133
566687,6,7,17,19,21,27,28,125
566699,3,7,16,17,22,23,31,119
566754,1,6,16,19,22,23,28,115
566769,8,9,15,17,21,24,35,129
566865,1,7,11,18,21,24,25,107
566876,1,5,16,20,21,27,30,120
566950,4,8,18,19,27,30,33,139
567076,4,8,17,20,25,30,31,135
567126,1,7,11,18,21,27,32,117
567297,5,9,11,18,26,28,29,126
567323,2,9,11,12,17,25,29,105
567471,1,7,11,14,22,28,31,114
567493,3,8,9,12,24,29,35,120
567544,1,12,15,16,21,29,31,125
567547,7,8,9,12,23,29,32,120
567558,9,14,16,20,23,27,35,144
567668,7,8,10,14,17,27,32,115
567696,1,5,10,20,26,27,33,122
567784,4,5,16,17,21,27,31,121
567820,2,8,11,13,21,25,35,115
567883,2,6,7,11,17,30,31,104
568266,7,8,11,18,23,29,31,127
568392,1,12,16,20,22,25,27,123
568743,3,14,16,20,23,27,29,132
569069,7,12,14,20,21,24,25,123
569214,1,5,7,20,25,29,34,121
569803,1,5,11,18,19,29,32,115
569866,2,4,11,17,22,25,29,110
569987,2,7,18,24,26,29,33,139
569990,1,14,15,20,24,26,29,129
570380,2,4,7,11,17,28,35,104
570547,2,9,18,19,22,27,28,125
570578,2,8,11,16,24,29,33,123
570609,5,9,10,20,26,31,35,136
570725,1,9,16,24,25,26,30,131
570820,2,8,16,17,19,23,27,112
571135,3,7,8,14,17,24,27,100
571360,3,9,14,20,27,29,33,135
571367,9,10,16,17,23,29,33,137
571568,6,7,14,20,21,24,27,119
571645,7,14,18,20,22,27,29,137
571997,4,5,16,19,23,25,27,119
572035,10,12,16,17,25,27,32,139
572036,4,8,15,16,29,30,35,137
572095,2,4,8,19,27,29,35,124
572148,7,8,11,18,22,23,29,118
572181,9,12,16,17,24,25,30,133
572208,1,7,11,18,25,30,32,124
572510,1,8,11,19,22,23,25,109
572722,1,6,7,18,22,27,28,109
572815,6,12,15,16,26,29,33,137
572853,1,5,7,16,17,27,34,107
572934,3,14,18,24,26,29,33,147
573018,3,5,14,20,22,29,33,126
573197,3,9,17,20,24,30,34,137
573325,1,7,11,20,25,26,30,120
573429,2,7,8,11,17,28,34,107
573504,5,9,14,17,24,29,35,133
573708,3,9,10,13,17,24,25,101
573766,5,12,14,20,29,32,33,145
573867,2,6,9,18,21,24,31,111
573875,4,6,9,11,19,25,29,103
573898,4,9,10,13,17,28,31,112
574072,7,12,16,17,22,26,31,131
574159,4,7,15,19,23,26,29,123
574209,2,8,11,12,19,25,29,106
574366,1,12,16,18,22,29,31,129
574901,4,9,14,18,23,24,31,123
575061,7,9,10,16,26,29,30,127
575119,4,9,14,20,23,31,35,136
575125,6,7,11,17,27,29,32,129
575159,2,8,16,19,27,29,33,134
575203,2,7,17,20,27,29,33,135
575376,4,9,15,16,19,26,29,118
575488,5,8,11,16,21,23,27,111
575552,4,8,11,13,21,27,29,113
575863,4,6,7,14,23,27,33,114
575882,8,12,14,16,27,29,35,141
575904,4,12,17,18,23,31,35,140
576156,2,7,8,12,17,29,32,107
576161,5,7,11,20,21,26,27,117
576274,1,8,9,14,17,25,29,103
576642,7,8,10,18,23,24,27,117
576973,4,8,14,16,19,27,35,123
577821,1,4,8,20,21,26,29,109
577876,1,5,15,16,21,29,32,119
577994,7,9,11,18,21,24,27,117
578063,3,7,16,19,22,24,34,125
578162,1,7,10,13,17,27,34,109
578172,5,9,10,14,24,25,31,118
578554,1,3,7,16,22,26,30,105
578780,3,7,17,20,22,28,31,128
579162,4,14,18,19,21,25,30,131
579185,2,6,17,18,23,25,33,124
579470,7,8,17,18,24,28,29,131
579485,1,5,8,11,25,27,34,111
579639,4,8,15,17,21,31,35,131
579768,1,6,7,11,22,26,32,105
579841,5,9,14,18,24,27,34,131
580019,1,3,14,20,22,26,33,119
580163,2,7,8,11,21,29,35,113
580190,6,9,15,18,19,24,35,126
580308,4,9,11,13,19,28,32,116
580561,1,8,11,20,23,27,33,123
580601,7,12,14,16,22,31,35,137
580734,6,8,15,20,23,29,33,134
580788,1,9,10,20,25,29,35,129
580876,1,9,11,20,22,28,32,123
580877,1,10,16,20,22,23,27,119
580945,1,4,15,16,21,25,35,117
580958,2,9,15,20,24,26,35,131
580985,6,10,11,16,17,26,27,113
581148,2,8,11,14,21,25,34,115
581348,1,5,11,19,22,25,30,113
581367,5,8,16,24,27,30,31,141
581816,2,7,8,11,19,25,28,100
581901,2,7,17,20,23,27,34,130
581944,3,9,17,18,22,25,30,124
582278,1,4,16,17,23,27,33,121
582484,3,6,9,20,24,26,29,117
582689,2,6,17,20,21,26,29,121
582715,1,7,16,18,22,25,31,120
582771,6,8,16,17,21,27,33,128
582820,7,8,9,14,17,31,35,121
583192,2,8,9,13,24,25,34,115
583361,2,4,15,19,23,29,35,127
583796,2,3,17,20,24,26,31,123
583999,4,12,15,18,19,27,32,127
584023,4,7,9,14,25,29,35,123
584253,7,14,17,18,27,31,33,147
584259,4,5,10,17,27,31,35,129
584410,3,10,14,20,26,29,35,137
584432,1,9,18,24,27,28,35,142
584642,4,8,15,18,27,31,33,136
584868,8,9,10,12,19,29,35,122
585021,3,6,9,13,19,24,29,103
585024,5,10,16,20,21,27,30,129
585138,8,12,17,18,21,26,27,129
585244,2,7,10,11,17,23,32,102
585296,3,9,10,13,17,26,31,109
585324,8,10,11,14,17,27,35,122
585547,4,8,11,16,22,27,31,119
585627,6,7,11,12,26,27,34,123
585655,3,7,10,13,26,27,29,115
585700,4,14,17,20,23,31,35,144
586122,9,14,16,20,25,26,27,137
586290,6,7,9,20,26,27,30,125
586394,1,14,16,20,23,29,33,136
586486,3,7,15,16,22,26,31,120
586502,8,9,15,20,24,29,30,135
586504,5,14,16,18,27,29,33,142
586623,1,3,16,18,23,29,33,123
586923,3,7,9,14,21,24,33,111
587234,1,9,10,19,22,25,29,115
587345,1,4,18,19,23,24,29,118
587357,3,9,16,19,25,29,32,133
587459,9,14,17,18,23,30,33,144
587463,1,3,7,16,22,24,29,102
587494,3,9,11,16,19,30,34,122
587523,5,8,11,13,17,24,27,105
587574,1,12,15,16,22,26,31,123
587673,4,8,9,20,21,26,29,117
587676,6,12,16,17,22,25,27,125
587917,4,9,17,18,21,24,25,118
587921,4,7,15,19,29,32,35,141
587992,2,5,11,14,21,25,34,112
588143,1,9,16,20,22,28,33,129
588418,4,14,16,17,19,23,27,120
588453,8,14,15,20,29,31,33,150
588565,2,9,10,16,26,29,33,125
588900,5,7,16,17,21,27,30,123
588955,6,10,16,20,21,25,27,125
588960,2,4,11,13,21,27,31,109
588973,1,5,9,18,24,25,27,109
589018,2,3,16,17,25,29,31,123
589059,8,9,14,18,22,25,27,123
589060,1,9,18,20,24,27,33,132
589106,1,5,7,20,25,26,31,115
589124,6,8,9,13,25,29,35,125
589198,1,5,11,20,22,28,32,119
589363,2,6,11,16,19,25,30,109
589401,2,5,11,19,23,25,30,115
589458,5,6,16,19,23,27,29,125
589681,1,10,15,16,24,29,33,128
589705,7,10,11,12,17,27,30,114
589793,1,7,11,19,22,29,34,123
589814,5,7,9,13,21,24,30,109
589874,3,9,18,19,22,30,35,136
589888,3,7,9,17,22,27,30,115
590433,8,9,15,18,22,29,30,131
590474,3,9,14,18,24,27,28,123
590762,4,10,17,18,21,28,29,127
590896,2,7,14,20,25,27,31,126
590959,9,10,11,16,19,23,34,122
590979,1,9,16,20,26,29,34,135
591006,8,9,15,18,22,29,33,134
591103,3,9,17,18,21,30,32,130
591158,1,5,11,14,22,25,33,111
591275,5,6,18,19,25,29,33,135
591319,1,7,17,19,22,26,34,126
591565,7,14,16,19,22,26,27,131
591943,3,7,9,19,24,28,29,119
591989,6,9,16,18,19,25,29,122
592003,4,5,9,11,25,26,34,114
592305,6,10,17,20,27,29,33,142
592318,8,9,10,14,25,29,30,125
592372,5,7,11,12,24,26,27,112
592407,6,7,8,11,21,27,35,115
592435,7,9,15,19,22,24,33,129
592595,7,14,17,18,21,24,35,136
592605,8,9,11,13,24,25,31,121
592784,5,9,17,18,22,23,29,123
592818,5,10,17,20,23,24,33,132
593020,1,12,14,18,29,31,33,138
593235,7,8,11,14,25,27,30,122
593273,2,7,16,17,21,25,31,119
593365,4,9,11,13,17,29,32,115
593904,3,6,8,13,17,27,33,107
594076,6,10,11,18,21,27,35,128
594419,2,7,15,17,21,30,31,123
594429,7,12,16,17,19,25,27,123
594522,1,4,10,11,23,27,35,111
594786,2,4,8,16,25,29,35,119
594890,5,7,14,20,23,27,32,128
594912,1,6,16,17,22,27,31,120
595111,4,6,15,20,21,24,27,117
595303,5,12,14,16,27,29,33,136
595597,3,8,11,20,22,26,27,117
595987,5,12,14,16,22,29,33,131
596003,1,5,14,20,26,27,28,121
596110,4,8,15,18,21,29,31,126
596181,7,12,14,24,27,30,31,145
596194,6,9,17,20,26,29,33,140
596213,2,4,10,13,17,24,33,103
596398,4,8,14,17,25,27,29,124
596752,2,7,17,18,21,27,34,126
596814,4,14,18,19,25,26,35,141
596966,2,4,8,20,21,23,27,105
596971,5,9,11,14,25,28,29,121
597065,5,9,14,20,24,25,33,130
597068,2,7,14,16,22,23,27,111
597094,1,7,18,20,22,27,29,124
597415,9,12,17,20,21,24,27,130
597424,1,14,16,17,22,26,33,129
597728,2,7,11,17,25,31,32,125
597785,1,12,17,18,22,27,33,130
597797,3,14,16,17,21,23,27,121
597804,2,5,7,20,25,26,29,114
597846,7,10,14,16,22,29,35,133
597868,3,7,8,16,22,29,30,115
598331,5,6,9,24,26,29,35,134
598356,1,4,9,13,22,23,29,101
598714,6,7,14,20,21,25,27,120
599006,4,14,15,24,25,29,35,146
599096,6,10,17,20,26,27,29,135
599455,6,7,11,19,22,24,28,117
599511,2,5,17,20,22,26,27,119
600065,3,4,9,13,17,28,31,105
600294,1,5,17,20,21,26,34,124
600339,3,7,14,20,27,30,32,133
600534,2,6,16,17,23,27,28,119
600537,1,7,11,16,26,27,35,123
600592,6,9,11,13,17,24,28,108
600623,6,7,9,11,17,28,35,113
600689,2,6,11,19,25,28,34,125
600753,4,9,16,17,22,26,27,121
600797,3,7,14,24,27,30,32,137
601022,7,10,11,17,27,30,31,133
601237,4,7,15,19,24,25,29,123
601242,3,5,10,16,17,27,31,109
601323,4,7,17,20,21,24,27,120
601324,2,5,8,24,25,29,33,126
601495,7,8,9,24,26,29,30,133
601613,5,8,9,11,17,30,35,115
601881,1,7,8,18,24,29,33,120
601888,4,7,9,13,19,24,25,101
601928,3,7,9,20,21,27,30,117
601943,1,7,8,11,22,28,29,106
602370,6,7,11,17,22,25,30,118
602694,6,9,10,11,17,25,35,113
603066,1,10,16,20,23,28,29,127
603172,1,9,17,18,22,23,34,124
603186,7,9,11,17,24,27,30,125
603329,1,4,10,14,25,27,28,109
603416,10,14,16,20,27,29,31,147
603661,6,14,17,18,23,25,33,136
603807,4,6,15,19,25,28,29,126
603950,1,5,8,20,26,29,33,122
604016,1,3,7,20,22,25,27,105
604072,7,8,9,13,23,24,33,117
604264,3,7,8,20,26,27,34,125
604384,3,12,17,20,24,26,29,131
604746,1,3,9,18,22,26,34,113
605030,1,7,11,18,19,27,34,117
605093,2,5,9,18,19,24,32,109
605261,2,7,8,18,23,29,33,120
605379,2,9,16,17,21,24,30,119
605393,2,8,9,13,24,31,33,120
605398,1,9,16,20,24,26,27,123
605973,2,9,17,20,23,24,25,120
606092,5,12,16,17,22,28,29,129
606220,1,6,16,20,22,25,31,121
606348,3,4,14,20,29,30,33,133
606523,1,5,16,17,22,26,34,121
606559,2,6,7,11,21,28,34,109
606804,8,9,10,14,25,28,29,123
606864,3,4,14,20,21,24,25,111
607013,9,14,17,18,24,25,30,137
607060,4,12,17,20,21,26,29,129
607215,1,5,7,12,22,23,35,105
607401,3,9,15,18,19,24,27,115
607474,5,6,10,16,17,27,34,115
607600,2,7,8,17,21,24,29,108
607751,1,9,15,20,22,26,31,124
607754,5,9,10,16,17,23,29,109
607996,5,12,14,20,26,27,31,135
608019,1,12,18,19,26,29,30,135
608123,6,7,9,11,17,30,33,113
608199,4,8,10,17,27,32,35,133
608412,5,10,16,19,22,27,31,130
608447,2,7,14,16,22,29,33,123
608972,7,10,16,20,21,31,34,139
609018,1,5,7,20,26,27,29,115
609032,5,7,8,20,25,29,35,129
609387,8,9,15,24,25,26,29,136
609503,8,9,11,13,22,27,33,123
609515,4,8,15,16,25,31,33,132
609625,1,7,8,18,22,31,33,120
609711,9,12,16,19,22,29,34,141
609883,3,12,15,16,17,23,27,113
610065,2,7,8,17,21,24,34,113
610166,1,7,11,17,24,27,32,119
610596,4,5,7,11,22,26,31,106
610638,1,7,14,20,26,29,33,130
611078,2,10,11,17,22,31,35,128
611137,4,8,9,18,27,31,33,130
611431,7,8,14,20,25,27,31,132
611743,3,10,15,20,24,26,27,125
611865,9,14,17,18,21,24,28,131
612423,7,8,16,20,25,30,31,137
612456,4,6,16,17,19,23,27,112
612999,6,8,9,13,23,29,32,120
613070,1,5,15,20,26,29,31,127
613157,8,10,11,14,25,27,31,126
613355,9,12,14,19,25,29,32,140
613519,3,7,9,16,17,27,30,109
613598,3,8,9,20,24,29,32,125
613650,2,9,15,19,22,25,29,121
613835,7,14,17,20,27,30,31,146
614025,6,7,14,20,29,30,33,139
614200,1,5,9,20,24,30,35,124
614215,4,6,7,19,27,31,33,127
614242,5,6,9,16,19,24,30,109
614382,3,6,7,17,21,27,30,111
614499,4,10,11,16,23,26,27,117
614651,5,8,9,18,19,24,34,117
614937,5,8,16,20,27,31,33,140
614999,1,3,11,20,25,26,30,116
615090,3,4,8,18,27,32,33,125
615208,4,7,9,13,22,26,31,112
615292,5,7,15,17,22,24,28,118
615307,7,8,14,18,23,28,29,127
615337,1,7,9,11,17,26,34,105
615648,6,7,9,11,17,24,30,104
615804,2,5,9,19,25,28,29,117
615896,1,7,10,11,22,25,35,111
616265,1,7,11,17,24,27,34,121
616305,6,7,18,19,23,26,29,128
616350,1,4,16,19,22,31,35,128
616390,1,7,16,17,22,26,33,122
616429,2,7,11,17,26,29,33,125
616570,2,14,18,20,21,25,33,133
616695,9,14,16,20,22,23,29,133
616705,1,7,9,13,17,26,28,101
616933,6,9,10,20,26,29,31,131
617263,2,10,11,17,21,24,25,110
617309,2,6,14,16,27,29,35,129
617315,1,3,11,18,22,28,30,113
617338,1,6,17,18,27,31,33,133
617461,5,9,14,20,26,27,35,136
617484,8,9,17,18,25,27,31,135
617550,1,5,14,16,22,24,33,115
617578,4,5,8,13,21,27,30,108
617786,5,10,11,17,22,26,35,126
617821,4,7,17,18,21,27,34,128
617839,7,14,18,19,24,27,34,143
617850,5,7,11,16,26,27,35,127
617860,4,12,16,20,21,27,31,131
618329,4,10,14,19,22,29,35,133
618416,2,5,16,19,22,26,29,119
618425,7,8,15,24,25,31,35,145
618446,3,9,14,17,26,31,35,135
618682,1,9,14,20,23,27,34,128
618761,1,3,16,18,22,27,34,121
618825,2,7,15,19,23,24,29,119
618963,2,8,11,13,17,27,30,108
619285,5,9,14,20,22,30,31,131
619299,9,12,14,18,24,27,33,137
619330,2,7,10,17,21,27,35,119
619686,7,14,16,18,24,25,27,131
619689,4,7,8,20,23,24,29,115
619695,3,7,18,19,22,23,28,120
619755,8,14,18,19,25,29,33,146
619819,6,8,9,14,29,31,35,132
619890,1,7,9,18,24,28,32,119
620173,4,8,11,20,23,27,33,126
620369,5,7,8,11,26,27,33,117
620450,1,7,15,16,24,27,28,118
620520,1,10,17,20,21,23,33,125
620629,3,14,16,20,21,27,30,131
620672,4,5,17,18,24,28,33,129
620729,3,7,8,18,21,29,35,121
620785,1,3,7,16,22,24,28,101
620823,8,9,16,20,24,27,33,137
621094,9,10,11,14,22,28,35,129
621563,1,5,15,16,22,26,29,114
621602,1,12,14,16,22,31,33,129
621766,8,9,15,17,24,25,28,126
621899,5,9,18,24,26,28,29,139
622087,4,8,9,20,29,30,35,135
622210,9,14,17,18,21,29,35,143
622223,3,7,9,18,19,24,27,107
622478,5,8,16,20,21,27,32,129
622508,2,10,11,13,21,25,27,109
622661,4,5,16,17,23,24,27,116
622797,7,8,14,20,25,29,32,135
622816,1,5,9,16,22,23,32,108
622821,5,9,15,20,21,24,32,126
622825,3,9,16,17,26,30,31,132
623106,3,4,10,12,21,25,27,102
623149,1,6,10,11,21,25,27,101
623189,1,7,17,20,24,32,35,136
623281,1,4,7,20,21,25,28,106
623294,2,8,17,18,21,29,33,128
623378,1,7,14,20,23,27,30,122
623387,1,4,10,18,22,23,33,111
623697,7,12,17,19,23,27,34,139
623910,7,10,17,20,21,29,35,139
623913,1,3,7,24,27,28,34,124
623969,5,12,16,20,21,23,29,126
624096,2,7,8,13,23,25,29,107
624100,2,8,10,13,22,29,33,117
624258,1,12,16,18,23,29,30,129
624411,1,3,7,12,22,28,29,102
624428,3,9,17,18,21,25,32,125
624515,4,7,9,20,26,30,31,127
624643,7,8,11,14,21,27,34,122
624735,5,10,11,20,21,25,30,122
624903,7,8,9,14,21,24,28,111
624905,5,6,9,12,17,31,35,115
625037,9,10,16,17,21,29,33,135
625206,4,10,16,18,19,27,31,125
625551,7,14,18,19,24,26,29,137
625872,2,7,8,19,25,27,29,117
625876,5,7,14,20,24,29,32,131
626013,2,7,11,14,17,30,31,112
626069,2,7,14,18,24,25,27,117
626245,1,7,14,17,22,26,29,116
626366,1,7,8,11,22,24,30,103
626437,3,4,14,18,23,28,29,119
626456,1,3,8,16,22,26,27,103
626550,7,12,16,19,22,31,34,141
626613,5,8,16,18,21,24,25,117
626758,1,3,9,16,22,31,35,117
626809,2,8,16,17,19,27,31,120
626880,1,7,8,24,27,28,30,125
626932,5,9,18,24,26,32,33,147
627296,2,3,7,18,19,24,34,107
627313,2,9,17,18,23,27,32,128
627618,5,10,16,19,22,23,27,122
628049,9,14,15,20,25,29,34,146
628255,6,7,11,12,19,27,28,110
628597,9,14,17,18,19,25,33,135
628730,7,10,14,17,22,23,27,120
628783,2,9,11,13,19,28,29,111
628965,5,10,17,18,21,24,33,128
629103,5,9,10,16,21,24,34,119
629267,7,8,10,14,22,25,27,113
629297,9,10,16,19,23,24,28,129
629444,4,5,14,18,25,29,35,130
629495,5,12,17,18,22,26,35,135
629511,8,12,18,19,22,27,33,139
629524,9,14,16,20,22,23,31,135
629618,4,7,10,18,21,23,25,108
629701,6,7,11,17,22,27,28,118
629703,5,9,11,19,24,28,35,131
629875,5,6,7,17,22,23,27,107
629921,6,9,14,16,22,27,31,125
629979,4,5,18,19,25,28,29,128
630173,1,7,8,13,22,26,35,112
630245,1,10,14,16,22,27,33,123
630334,1,7,9,11,22,25,30,105
630392,1,8,9,12,22,25,28,105
630532,2,6,7,12,21,29,33,110
630735,1,3,7,16,24,27,30,108
630749,9,10,16,19,26,29,30,139
630834,2,7,11,17,21,26,29,113
630842,10,14,16,20,25,27,33,145
631083,5,9,16,20,26,31,35,142
631187,1,6,15,16,23,29,33,123
631222,1,5,9,19,24,30,35,123
631331,1,14,16,20,29,30,35,145
632322,7,8,11,20,23,25,31,125
632462,6,7,11,17,27,32,34,134
632740,4,7,8,14,17,23,27,100
632858,1,4,15,24,25,29,30,128
632965,1,7,11,17,22,32,33,123
633132,7,10,17,19,23,27,30,133
633533,6,7,10,13,17,27,31,111
633771,4,9,16,19,22,29,33,132
633777,4,9,14,20,25,29,30,131
633853,7,10,14,20,21,23,27,122
633936,1,5,7,11,22,25,34,105
634183,3,4,7,17,21,24,27,103
634587,1,12,18,19,26,29,33,138
634692,6,7,8,13,22,27,31,114
634736,9,10,15,24,26,31,35,150
634764,4,6,10,16,21,27,29,113
635002,4,5,18,19,24,25,28,123
635187,1,10,16,20,29,31,33,140
635265,2,4,11,19,25,28,32,121
635409,7,9,18,24,26,28,31,143
635598,5,9,10,16,21,29,35,125
635686,5,12,14,18,27,29,33,138
635700,7,14,17,18,24,27,31,138
635776,1,14,15,16,22,26,29,123
635855,5,9,11,14,25,28,30,122
636069,6,9,17,18,22,23,31,126
636297,7,14,16,20,27,28,31,143
636299,8,14,16,18,21,29,33,139
636418,3,7,18,20,26,27,30,131
636421,2,7,11,17,26,28,29,120
636449,5,10,11,18,21,25,28,118
636672,1,10,16,20,22,25,27,121
636725,4,7,8,16,22,25,27,109
636757,1,9,14,20,22,26,31,123
637422,1,7,11,18,22,25,33,117
637496,6,9,10,13,17,24,30,109
637786,7,8,14,17,21,23,27,117
637883,6,14,15,18,23,26,29,131
638130,2,8,11,13,17,23,28,102
638360,1,3,7,20,23,26,27,107
638373,4,9,14,18,25,31,34,135
638432,1,5,14,20,27,32,33,132
638440,4,6,8,16,21,27,35,117
638694,4,6,10,18,19,25,33,115
638892,9,10,16,17,23,27,30,132
638910,4,12,14,18,21,25,31,125
638926,6,12,15,16,17,29,30,125
638932,1,7,9,11,22,26,29,105
638974,10,12,16,19,24,27,31,139
639159,9,12,15,16,21,23,29,125
639495,4,9,17,18,19,23,31,121
639522,1,9,14,18,24,27,29,122
639532,8,12,15,16,23,29,34,137
639761,5,12,16,19,22,25,27,126
639981,2,7,8,24,29,31,35,136
640084,5,7,8,14,23,27,29,113
640123,6,9,17,18,22,24,25,121
640482,3,12,16,20,23,26,27,127
640736,4,7,8,18,24,27,33,121
640900,1,4,16,19,22,26,35,123
641025,1,5,14,20,26,27,33,126
641071,1,7,9,13,22,32,33,117
641241,4,7,8,11,25,27,33,115
641329,2,3,10,20,23,26,27,111
641681,3,9,14,16,21,25,29,117
641711,8,9,11,17,26,30,35,136
641856,4,5,14,20,25,31,35,134
641912,4,7,11,14,17,27,28,108
641937,2,5,11,20,26,29,33,126
641985,7,8,9,13,19,29,34,119
642064,1,7,9,20,25,29,32,123
642429,6,7,18,19,22,25,29,126
642922,2,9,14,17,21,25,31,119
